ip.src,ip.dst,ip.len,ip.flags.df,ip.flags.mf,ip.fragment,ip.fragment.count,ip.fragments,ip.ttl,ip.proto,tcp.window_size,tcp.ack,tcp.seq,tcp.len,tcp.stream,tcp.urgent_pointer,tcp.flags,tcp.analysis.ack_rtt,tcp.segments,tcp.reassembled.length,ssl.handshake,ssl.record,ssl.record.content_type,ssl.handshake.cert_url.url_len,ssl.handshake.certificate_length,ssl.handshake.cert_type,ssl.handshake.cert_type.type,ssl.handshake.cert_type.types,ssl.handshake.cert_type.types_len,ssl.handshake.cert_types,ssl.handshake.cert_types_count,dtls.handshake.extension.len,dtls.handshake.extension.type,dtls.handshake.session_id,dtls.handshake.session_id_length,dtls.handshake.session_ticket_length,dtls.handshake.sig_hash_alg_len,dtls.handshake.sig_len,dtls.handshake.version,dtls.heartbeat_message.padding,dtls.heartbeat_message.payload_length,dtls.heartbeat_message.payload_length.invalid,dtls.record.content_type,dtls.record.content_type,dtls.record.length,dtls.record.sequence_number,dtls.record.version,dtls.change_cipher_spec,dtls.fragment.count,dtls.handshake.cert_type.types_len,dtls.handshake.certificate_length,dtls.handshake.certificates_length,dtls.handshake.cipher_suites_length,dtls.handshake.comp_methods_length,dtls.handshake.exponent_len,dtls.handshake.extension.len,dtls.handshake.extensions_alpn_str,dtls.handshake.extensions_alpn_str_len,dtls.handshake.extensions_key_share_client_length,http.request,udp.port
"47.246.1.13","10.0.1.7","52","0","0",,,,"53","6","29200","1","0","0","24","0","0x00000012","0.005543000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","47.246.1.13","40","1","0",,,,"64","6","262144","1","1","0","24","0","0x00000010","0.000030000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","47.246.1.13","557","1","0",,,,"64","6","262144","1","1","517","24","0","0x00000018",,,,"1","1","22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47.246.1.13","10.0.1.7","40","0","0",,,,"53","6","30720","518","1","0","24","0","0x00000010","0.005038000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47.246.1.13","10.0.1.7","1500","1","0",,,,"54","6","30720","518","1","1460","24","0","0x00000010",,,,"1","1","22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47.246.1.13","10.0.1.7","1500","1","0",,,,"54","6","30720","518","1461","1460","24","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47.246.1.13","10.0.1.7","1216","1","0",,,,"54","6","30720","518","2921","1176","24","0","0x00000018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","47.246.1.13","40","1","0",,,,"64","6","260672","2921","518","0","24","0","0x00000010","0.000048000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","47.246.1.13","40","1","0",,,,"64","6","259456","4097","518","0","24","0","0x00000010","0.000046000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47.246.1.13","10.0.1.7","646","0","0",,,,"53","6","30720","518","4097","606","24","0","0x00000018",,"1","4309","1","1","22",,"3124",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","47.246.1.13","40","1","0",,,,"64","6","261504","4703","518","0","24","0","0x00000010","0.000057000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","47.246.1.13","133","1","0",,,,"64","6","262144","4703","518","93","24","0","0x00000018",,,,"1","1","22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47.246.1.13","10.0.1.7","282","0","0",,,,"53","6","30720","611","4703","242","24","0","0x00000010","0.004949000",,,"1","1","22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47.246.1.13","10.0.1.7","109","1","0",,,,"54","6","30720","611","4945","69","24","0","0x00000018",,,,,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","47.246.1.13","40","1","0",,,,"64","6","261824","5014","611","0","24","0","0x00000010","0.000023000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","64","1","0",,,,"64","6","65535","0","0","0","25","0","0x00000002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","64","1","0",,,,"64","6","65535","0","0","0","26","0","0x00000002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","52","0","0",,,,"52","6","14600","1","0","0","25","0","0x00000012","0.043939000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","262144","1","1","0","25","0","0x00000010","0.000053000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","557","1","0",,,,"64","6","262144","1","1","517","25","0","0x00000018",,,,"1","1","22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","52","0","0",,,,"52","6","14600","1","0","0","26","0","0x00000012","0.044232000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","262144","1","1","0","26","0","0x00000010","0.000054000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","186","0","0",,,,"52","6","15872","518","1","146","25","0","0x00000018","0.044032000",,,"1","1","22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","261952","147","518","0","25","0","0x00000010","0.000026000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","91","1","0",,,,"64","6","262144","147","518","51","25","0","0x00000018",,,,"1","1","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","133","1","0",,,,"64","6","262144","147","569","93","25","0","0x00000018",,,,,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","837","1","0",,,,"64","6","262144","147","662","797","25","0","0x00000018",,,,,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","47.246.1.10","64","1","0",,,,"64","6","65535","0","0","0","27","0","0x00000002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","52","0","0",,,,"52","6","15872","518","147","0","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","40","0","0",,,,"52","6","15872","662","147","0","25","0","0x00000010","0.042659000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","91","1","0",,,,"64","6","262144","147","518","51","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","837","1","0",,,,"64","6","262144","147","662","797","25","0","0x00000018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","837","1","0",,,,"64","6","262144","147","662","797","25","0","0x00000018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","118","0","0",,,,"52","6","17408","1459","147","78","25","0","0x00000018","0.042855000",,,,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","262016","225","1459","0","25","0","0x00000010","0.000022000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","78","1","0",,,,"64","6","262144","225","1459","38","25","0","0x00000018",,,,,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"52","6","17408","1459","225","1460","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1459","1685","1460","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"52","6","17408","1459","3145","1460","25","0","0x00000010",,"1","3983",,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1459","4605","1460","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1459","6065","1460","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1459","7525","1460","25","0","0x00000010",,"1","4134",,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","260672","3145","1497","0","25","0","0x00000010","0.000045000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","257728","6065","1497","0","25","0","0x00000010","0.000043000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","254784","8985","1497","0","25","0","0x00000010","0.000053000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","262144","8985","1497","0","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1459","8985","1460","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1459","10445","1460","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1459","11905","1460","25","0","0x00000010",,"1","4134",,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","259200","11905","1497","0","25","0","0x00000010","0.000024000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1459","13365","1460","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"52","6","17408","1459","14825","1460","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1459","16285","1460","25","0","0x00000018",,"1","4134",,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","262144","13365","1497","0","25","0","0x00000010","0.000189000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","259200","16285","1497","0","25","0","0x00000010","0.000027000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","257728","17745","1497","0","25","0","0x00000010","0.000026000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","262144","17745","1497","0","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47.246.1.10","10.0.1.7","52","0","0",,,,"53","6","29200","1","0","0","27","0","0x00000012","0.012334000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","47.246.1.10","40","1","0",,,,"64","6","262144","1","1","0","27","0","0x00000010","0.000024000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","47.246.1.10","557","1","0",,,,"64","6","262144","1","1","517","27","0","0x00000018",,,,"1","1","22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47.246.1.10","10.0.1.7","190","0","0",,,,"53","6","30720","518","1","150","27","0","0x00000018","0.012782000",,,"1","1","22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","47.246.1.10","40","1","0",,,,"64","6","261952","151","518","0","27","0","0x00000010","0.000043000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","47.246.1.10","91","1","0",,,,"64","6","262144","151","518","51","27","0","0x00000018",,,,"1","1","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47.246.1.10","10.0.1.7","109","0","0",,,,"53","6","30720","569","151","69","27","0","0x00000018","0.003998000",,,,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","47.246.1.10","40","1","0",,,,"64","6","262016","220","569","0","27","0","0x00000010","0.000044000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","52","0","0",,,,"52","6","17408","1459","17745","0","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","52","0","0",,,,"52","6","17408","1459","17745","0","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","52","0","0",,,,"52","6","17408","1459","17745","0","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"52","6","17408","1459","17745","1460","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"52","6","17408","1459","19205","1460","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1459","20665","1460","25","0","0x00000010",,"1","4134",,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1459","22125","1460","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","260672","20665","1497","0","25","0","0x00000010","0.000034000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","257728","23585","1497","0","25","0","0x00000010","0.000031000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","262144","23585","1497","0","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"52","6","17408","1459","23585","1460","25","0","0x00000010",,"1","4134",,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1459","25045","1460","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1459","26505","1460","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1459","27965","1460","25","0","0x00000010",,"1","4134",,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1459","29425","1460","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","259200","26505","1497","0","25","0","0x00000010","0.000030000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","256256","29425","1497","0","25","0","0x00000010","0.000029000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","262144","30885","1497","0","25","0","0x00000010","0.000098000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1459","30885","1460","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1459","32345","1460","25","0","0x00000010",,"1","4134",,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1459","33805","1460","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1459","35265","1460","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1459","36725","1460","25","0","0x00000010",,"1","4134",,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","260672","33805","1497","0","25","0","0x00000010","0.000026000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","257728","36725","1497","0","25","0","0x00000010","0.000023000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","262144","38185","1497","0","25","0","0x00000010","0.000082000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1459","38185","1460","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1459","39645","1460","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1459","41105","1460","25","0","0x00000010",,"1","4134",,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","259200","41105","1497","0","25","0","0x00000010","0.000027000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1459","42565","1460","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1459","44025","1460","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1459","45485","1460","25","0","0x00000010",,"1","4134",,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1459","46945","1460","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","256256","44025","1497","0","25","0","0x00000010","0.000020000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","253376","46945","1497","0","25","0","0x00000010","0.000017000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","262144","48405","1497","0","25","0","0x00000010","0.000049000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1459","48405","1460","25","0","0x00000010",,"1","4134",,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1459","49865","1460","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1459","51325","1460","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1459","52785","1460","25","0","0x00000010",,"1","4134",,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1459","54245","1460","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1459","55705","1460","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1459","57165","1460","25","0","0x00000010",,"1","4134",,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","259200","51325","1497","0","25","0","0x00000010","0.000027000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","256256","54245","1497","0","25","0","0x00000010","0.000025000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","253376","57165","1497","0","25","0","0x00000010","0.000022000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","262144","58625","1497","0","25","0","0x00000010","0.000472000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"52","6","17408","1497","58625","1460","25","0","0x00000010","0.050689000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1497","60085","1460","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","259200","61545","1497","0","25","0","0x00000010","0.000031000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"52","6","17408","1497","61545","1460","25","0","0x00000010",,"1","4134",,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","262144","63005","1497","0","25","0","0x00000010","0.000249000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"52","6","17408","1497","63005","1460","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","47.246.1.13","133","1","0",,,,"64","6","261824","5014","611","93","24","0","0x00000018",,,,,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1497","64465","1460","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1497","65925","1460","25","0","0x00000010",,"1","4134",,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1497","67385","1460","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1497","68845","1460","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1497","70305","1460","25","0","0x00000010",,"1","4134",,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1497","71765","1460","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1497","73225","1460","25","0","0x00000010",,"1","4134",,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
