ip.src,ip.dst,ip.len,ip.flags.df,ip.flags.mf,ip.fragment,ip.fragment.count,ip.fragments,ip.ttl,ip.proto,tcp.window_size,tcp.ack,tcp.seq,tcp.len,tcp.stream,tcp.urgent_pointer,tcp.flags,tcp.analysis.ack_rtt,tcp.segments,tcp.reassembled.length,ssl.handshake,ssl.record,ssl.record.content_type,ssl.handshake.cert_url.url_len,ssl.handshake.certificate_length,ssl.handshake.cert_type,ssl.handshake.cert_type.type,ssl.handshake.cert_type.types,ssl.handshake.cert_type.types_len,ssl.handshake.cert_types,ssl.handshake.cert_types_count,dtls.handshake.extension.len,dtls.handshake.extension.type,dtls.handshake.session_id,dtls.handshake.session_id_length,dtls.handshake.session_ticket_length,dtls.handshake.sig_hash_alg_len,dtls.handshake.sig_len,dtls.handshake.version,dtls.heartbeat_message.padding,dtls.heartbeat_message.payload_length,dtls.heartbeat_message.payload_length.invalid,dtls.record.content_type,dtls.record.content_type,dtls.record.length,dtls.record.sequence_number,dtls.record.version,dtls.change_cipher_spec,dtls.fragment.count,dtls.handshake.cert_type.types_len,dtls.handshake.certificate_length,dtls.handshake.certificates_length,dtls.handshake.cipher_suites_length,dtls.handshake.comp_methods_length,dtls.handshake.exponent_len,dtls.handshake.extension.len,dtls.handshake.extensions_alpn_str,dtls.handshake.extensions_alpn_str_len,dtls.handshake.extensions_key_share_client_length,http.request,udp.port
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1497","74685","1460","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1497","76145","1460","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","47.246.1.13","78","1","0",,,,"64","6","262144","5014","704","38","24","0","0x00000018",,,,,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","260672","65925","1497","0","25","0","0x00000010","0.000020000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","257728","68845","1497","0","25","0","0x00000010","0.000016000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","254784","71765","1497","0","25","0","0x00000010","0.000057000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","251904","74685","1497","0","25","0","0x00000010","0.000056000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","248960","77605","1497","0","25","0","0x00000010","0.000053000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1497","77605","1460","25","0","0x00000010",,"1","4134",,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","47.246.1.13","739","1","0",,,,"64","6","262144","5014","742","699","24","0","0x00000018",,,,,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","262144","79065","1497","0","25","0","0x00000010","0.000052000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","183","1","0",,,,"64","6","262144","79065","1497","143","25","0","0x00000018",,,,,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","47.246.1.13","193","1","0",,,,"64","6","262144","5014","1441","153","24","0","0x00000018",,,,,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47.246.1.13","10.0.1.7","78","0","0",,,,"53","6","30720","742","5014","38","24","0","0x00000018","0.026318000",,,,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47.246.1.13","10.0.1.7","633","0","0",,,,"53","6","31744","1441","5052","593","24","0","0x00000018","0.026233000",,,,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","47.246.1.13","40","1","0",,,,"64","6","262080","5052","1594","0","24","0","0x00000010","0.000055000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","47.246.1.13","40","1","0",,,,"64","6","261504","5645","1594","0","24","0","0x00000010","0.000053000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47.246.1.13","10.0.1.7","451","0","0",,,,"53","6","33280","1594","5645","411","24","0","0x00000018","0.015747000",,,,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"52","6","17408","1497","79065","1460","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","47.246.1.13","40","1","0",,,,"64","6","261696","6056","1594","0","24","0","0x00000010","0.000061000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1497","80525","1460","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1497","81985","1460","25","0","0x00000010",,"1","4134",,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1497","83445","1460","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1497","84905","1460","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1497","86365","1460","25","0","0x00000010",,"1","4134",,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1497","87825","1460","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1497","89285","1460","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1497","90745","1460","25","0","0x00000010",,"1","4134",,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1497","92205","1460","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1497","93665","1460","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1497","95125","1460","25","0","0x00000010",,"1","4134",,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1497","96585","1460","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","260672","81985","1640","0","25","0","0x00000010","0.000045000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","257728","84905","1640","0","25","0","0x00000010","0.000042000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","254784","87825","1640","0","25","0","0x00000010","0.000042000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","251904","90745","1640","0","25","0","0x00000010","0.000038000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","248960","93665","1640","0","25","0","0x00000010","0.000036000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","246080","96585","1640","0","25","0","0x00000010","0.000025000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1497","98045","1460","25","0","0x00000010",,"1","4134",,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"52","6","17408","1497","99505","1460","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1497","100965","1460","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1497","102425","1460","25","0","0x00000010",,"1","4134",,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1497","103885","1460","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1497","105345","1460","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","243136","99505","1640","0","25","0","0x00000010","0.000026000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","260544","99505","1640","0","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","257600","102425","1640","0","25","0","0x00000010","0.000029000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","254720","105345","1640","0","25","0","0x00000010","0.000029000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","262144","106805","1640","0","25","0","0x00000010","0.000077000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1497","106805","1460","25","0","0x00000010",,"1","4134",,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1497","108265","1460","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1497","109725","1460","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1497","111185","1460","25","0","0x00000010",,"1","4134",,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1497","112645","1460","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","259200","109725","1640","0","25","0","0x00000010","0.000021000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","256256","112645","1640","0","25","0","0x00000010","0.000020000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","262144","114105","1640","0","25","0","0x00000010","0.000038000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1497","114105","1460","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1497","115565","1460","25","0","0x00000010",,"1","4134",,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1497","117025","1460","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1497","118485","1460","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1497","119945","1460","25","0","0x00000010",,"1","4134",,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1497","121405","1460","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","259200","117025","1640","0","25","0","0x00000010","0.000030000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","256256","119945","1640","0","25","0","0x00000010","0.000029000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","253376","122865","1640","0","25","0","0x00000010","0.000027000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1497","122865","1460","25","0","0x00000010",,"1","4134",,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1497","124325","1460","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"52","6","17408","1497","125785","1460","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","262144","122865","1640","0","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","259200","125785","1640","0","25","0","0x00000010","0.000017000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","262144","127245","1640","0","25","0","0x00000010","0.000053000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"52","6","17408","1497","127245","1460","25","0","0x00000010",,"1","4134",,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"52","6","17408","1497","128705","1460","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","259200","130165","1640","0","25","0","0x00000010","0.000029000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","262144","130165","1640","0","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1497","130165","1460","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1497","131625","1460","25","0","0x00000010",,"1","4134",,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1497","133085","1460","25","0","0x00000018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"52","6","17408","1497","134545","1460","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1497","136005","1460","25","0","0x00000010",,"1","4134",,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1497","137465","1460","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1497","138925","1460","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1497","140385","1460","25","0","0x00000010",,"1","4134",,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1497","141845","1460","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1497","143305","1460","25","0","0x00000010",,"1","4134",,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","17408","1497","144765","1460","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","259200","133085","1640","0","25","0","0x00000010","0.000069000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","257728","134545","1640","0","25","0","0x00000010","0.000069000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","254784","137465","1640","0","25","0","0x00000010","0.000068000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","251904","140385","1640","0","25","0","0x00000010","0.000066000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","262144","140385","1640","0","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","259200","143305","1640","0","25","0","0x00000010","0.000064000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","256256","146225","1640","0","25","0","0x00000010","0.000087000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","262144","146225","1640","0","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"52","6","18944","1640","146225","1460","25","0","0x00000010","0.054485000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"52","6","18944","1640","147685","1460","25","0","0x00000010",,"1","4134",,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","260672","149145","1640","0","25","0","0x00000010","0.000037000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","18944","1640","149145","1460","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","18944","1640","150605","1460","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","259200","152065","1640","0","25","0","0x00000010","0.000012000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","262144","152065","1640","0","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"52","6","18944","1640","152065","1460","25","0","0x00000010",,"1","4134",,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","18944","1640","153525","1460","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","259200","154985","1640","0","25","0","0x00000010","0.000050000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","262144","154985","1640","0","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","18944","1640","154985","1460","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","18944","1640","156445","1460","25","0","0x00000010",,"1","4134",,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","18944","1640","157905","1460","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","18944","1640","159365","1460","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","18944","1640","160825","1460","25","0","0x00000010",,"1","4134",,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","18944","1640","162285","1460","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","259200","157905","1640","0","25","0","0x00000010","0.000035000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","256256","160825","1640","0","25","0","0x00000010","0.000034000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","253376","163745","1640","0","25","0","0x00000010","0.000031000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","262144","163745","1640","0","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"52","6","18944","1640","163745","1460","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"53","6","18944","1640","165205","1460","25","0","0x00000010",,"1","4134",,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","259200","166665","1640","0","25","0","0x00000010","0.000032000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","262144","166665","1640","0","25","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","113","0","0",,,,"53","6","18944","1640","166665","73","25","0","0x00000018",,"1","373",,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","262016","166738","1640","0","25","0","0x00000010","0.000036000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","148","1","0",,,,"64","6","262144","166738","1640","108","25","0","0x00000018",,,,,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","180.149.136.49","1209","1","0",,,,"64","6","2048","1","1","1157","28","0","0x00000018",,,,,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","151","1","0",,,,"64","6","262144","166738","1748","111","25","0","0x00000018",,,,,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
